step,epoch,final_spec_losses_weighted/2048_spectrogram_logmag_eps,in_domain_validation_losses/loss_total,in_domain_validation_losses/raw_params_loss,in_domain_validation_losses/raw_spec_loss,in_domain_validation_losses/weighted_params_loss,in_domain_validation_losses/weighted_spec_loss,in_domain_validation_metrics/lsd_value,in_domain_validation_metrics/mean_average_error,in_domain_validation_metrics/mfcc_mae,in_domain_validation_metrics/paper_lsd_value,in_domain_validation_metrics/pearson_fft,in_domain_validation_metrics/pearson_stft,in_domain_validation_metrics/spectral_convergence_value,loss/parameters_decay_factor,loss/spec_loss_rampup_factor,lr-Adam,normalized_losses/post_rampup_weighted_params_loss,normalized_losses/post_rampup_weighted_spec_loss,normalized_losses/running_avg_parameters_loss,normalized_losses/running_avg_spectrogram_loss,train_loss_epoch,train_loss_step,train_losses/loss_total,train_losses/raw_params_loss,train_losses/raw_spec_loss,train_losses/weighted_params_loss,train_losses/weighted_spec_loss
131,,,3.2696661949157715,,,,,,,,,,,,0.0,1.0,,0.0,4.004039287567139,5.210774898529053,5.222963809967041,,,,,,,
132,,,3.310119390487671,,,,,,,,,,,,0.0,1.0,,0.0,4.092799186706543,5.211662292480469,5.222963809967041,,,,,,,
133,,,4.192002773284912,,,,,,,,,,,,0.0,1.0,,0.0,4.005415439605713,5.210788726806641,5.222963809967041,,,,,,,
134,,,3.1933281421661377,,,,,,,,,,,,0.0,1.0,,0.0,4.342287063598633,5.2141571044921875,5.222963809967041,,,,,,,
135,,,3.1790573596954346,,,,,,,,,,,,0.0,1.0,,0.0,4.171798229217529,5.212452411651611,5.222963809967041,,,,,,,
136,,,3.451582193374634,,,,,,,,,,,,0.0,1.0,,0.0,4.224182605743408,5.212976455688477,5.222963809967041,,,,,,,
137,,,3.457911968231201,,,,,,,,,,,,0.0,1.0,,0.0,4.031769752502441,5.211051940917969,5.222963809967041,,,,,,,
138,,,3.5514678955078125,,,,,,,,,,,,0.0,1.0,,0.0,4.155919551849365,5.21229362487793,5.222963809967041,,,,,,,
139,,,3.4468352794647217,,,,,,,,,,,,0.0,1.0,,0.0,4.163186550140381,5.212366104125977,5.222963809967041,,,,,,,
140,,,3.593808650970459,,,,,,,,,,,,0.0,1.0,,0.0,3.9523942470550537,5.210258483886719,5.222963809967041,,,,,,,
141,,,3.2683849334716797,,,,,,,,,,,,0.0,1.0,,0.0,3.909151077270508,5.2098259925842285,5.222963809967041,,,,,,,
142,,,3.5810585021972656,,,,,,,,,,,,0.0,1.0,,0.0,4.211295127868652,5.2128472328186035,5.222963809967041,,,,,,,
143,,,3.2348573207855225,,,,,,,,,,,,0.0,1.0,,0.0,4.166550636291504,5.212399959564209,5.222963809967041,,,,,,,
144,,,5.81130313873291,,,,,,,,,,,,0.0,1.0,,0.0,4.047786712646484,5.211212158203125,5.222963809967041,,,,,,,
